text,avaliacao
😍😍😍😍😍😍😍😍😍😍😍,positivo
Maravilhoso,positivo
👏👏👏👏👏👏,positivo
É a invalidação do ser humano. 😮😮😮,neutro
Que porcariE,odio
"A ideia de inclusão dessas pessoas é fazer com que maior parte da população mundial mude a sua forma gramatical de falar e mude os seus princípios para que os princípios impostos por eles sejam aceitos. Inclusão é quando TODOS são abrangidos e respeitados e tentar uma imposição de algo que vai contra a cultura, princípios e até mesmo regras gramaticais não é inclusão e sim invenção de moda de quem diz não ser aceito quando na verdade ninguém ta se incomodando com você!",odio
Not Available,neutro
Eu quero,positivo
"muito bom. ""... quem pode dizer de si e quem nunca fará. ..""",positivo
Esteria linguística,odio
Eu quero,positivo
Todes?😂😂😂😂😂😂😂😂😂😂😂,odio
👏👏👏👏,positivo
Fodasse esse podcast e TODOS envolvidos,odio
Bobagens,odio
Modinha babaca e idiota,odio
Meuzóvis,odio
"Loucura,loucura e mil vezes loucura!!",odio
"Ai, mds. 😂😂😂😂",odio
Essa palavra Todes  é uma besteira,odio
Todes são meus OVOS😂😂😂,odio
Lindíssimo… lindelezo… inventei pois te acho lindo cheio de beleza . O problema do mundo é que nos querem Demiurgos… semi deuses que nada inventam só copiam ahhhh inventar inventam mas aí só fake News mesmo.,positivo
Que merda hein...,odio
"A esquerda virou uma coisa inútil , não se aproxima da população mais pobres pior tem desprezo pelas pessoas menos favorecidas , quem da vida real tá preocupado com essa babaquice?",odio
O grupo dos retardados! Você pode chamar a mesa de sofá sem problemas nenhum! O problema é querer que tudo mundo chame por uma esquizofrenia sua!,odio
Eu quero,positivo
❤️,positivo
Eu quero,positivo
😂😂😂😂😂😂😂😂😂😂😂😂,odio
Lindo,positivo
👏👏👏,positivo
"A língua inclusiva é mais exclusiva do que inclusive. Com tantas pautas importantes no nosso país, acho uma idiotice ficar discutindo / impondo isso.",odio
Todes não existe,odio
Que preguiça dessa gente...,odio
😂😂😂😂 Gostei.,positivo
@liahbrachooficial,neutro
Luta entre classes moderna. E os papagaios de pirata sendo manipulados.,odio
Meu ovis,odio
Eu quero,positivo
Como ele é lindo e perfeito.,positivo
Professor de português sério vendo essa 🤡,odio
Sangue de Jesus tem poder,odio
Todes meu ovo esquerdo..,odio
Quanta inbecilidade.,odio
😂😂😂😂😂😂😂,odio
Que preguiça,odio
"Eu quero, por favor. 😍❤️",positivo
🔥🔥🔥👏👏👏,positivo
Meu Deus,neutro
Agora todes é o fim da picada,odio
Not Available,neutro
TODES É MEU OVOS !!! 😂😂😂😂😂😂😂😂😂,odio
Not Available,neutro
Eu quero,positivo
Eu quero,positivo
Quero,positivo
Eu quero,positivo
EU QUERO,positivo
Vai ter no Deezer?,neutro
Eu quero!,positivo
EU QUERO!,positivo
🔥🔥🔥,positivo
"Eu quero, amooooooo",positivo
Eu queroooo!!!👏👏👏👏,positivo
Como faz pra assistir ou ouvir?,neutro
"Gente faltou um babyhair no lado que a câmera me captou, eu preciso corrigir esse erro. estarei na segunda temporada, por favor",positivo
❤️,positivo
Eu quero,positivo
Kkkkkk amando esses videos,positivo
🔥🔥🔥,positivo
👏👏👏😍,positivo
Eita q só melhora!!! ❤️❤️❤️❤️,positivo
Tá chegando!!! 🔥🔥🔥,positivo
😍😍😍😍,positivo
Já amei 😍,positivo
Eu quero!,positivo
Eu quero!!,positivo
Eu quero!!,positivo
Eu quero,positivo
Eu quero!!!!!,positivo
Eu quero!!!!!,positivo
Eu quero,positivo
Eu quero,positivo
Já querrrroooooo,positivo
